Tempo,X,Y,Theta
0.05028581619262695,0.0,0.0,0.0
0.10126256942749023,0.0,0.0,0.0
0.15189313888549805,0.0,0.0,0.0
0.20216012001037598,0.0,0.0,0.0
0.2524278163909912,0.0,0.0,0.0
0.30269622802734375,0.0,0.0,0.0
0.35297226905822754,0.0,0.0,0.0
0.40323781967163086,0.0,0.0,0.0
0.45346760749816895,0.0,0.0,0.0
0.5036635398864746,0.0,0.0,0.0
0.553840160369873,0.0,0.0,0.0
0.6039860248565674,0.0,0.0,0.0
0.6541719436645508,0.0,0.0,0.0
0.7044100761413574,0.0,0.0,0.0
0.7546555995941162,0.0,0.0,0.0
0.8049309253692627,0.0,0.0,0.0
0.8551561832427979,0.0,0.0,0.0
0.9053058624267578,0.0,0.0,0.0
0.9554750919342041,0.0,0.0,0.0
1.0058763027191162,0.0,0.0,0.0
1.056166648864746,0.010994771620049214,0.00013285682633948397,0.024166097335306093
1.1065146923065186,0.021989543240098428,0.00026571365267896794,0.0
1.1568000316619873,0.03769750650804739,0.00026571365267896794,0.0
1.2074947357177734,0.050263877122406556,0.00026571365267896794,0.0
1.257868766784668,0.06911343304394532,0.00026571365267896794,0.0
1.3081393241882324,0.08796298896548407,0.00026571365267896794,0.0
1.3584084510803223,0.10681254488702283,0.00026571365267896794,0.0
1.4086647033691406,0.12252050815497179,0.00026571365267896794,0.0
1.4589285850524902,0.14137006407651054,0.00026571365267896794,0.0
1.5091924667358398,0.1602196199980493,0.00026571365267896794,0.0
1.559443712234497,0.1806384815781407,0.0005124477587380096,0.024166097335306093
1.6096761226654053,0.19948253369475574,0.0009679236258403008,0.024166097335306093
1.6599171161651611,0.2183265858113708,0.001423399492942592,0.024166097335306093
1.7101719379425049,0.23873352335130243,0.0021634577253499066,0.048332194670612186
1.7604343891143799,0.2560009320389369,0.0027896608450791722,0.02416609733530607
1.8107378482818604,0.2732683407265714,0.003415863964808438,0.048332194670612186
1.8609819412231445,0.2905357494142059,0.004042067084537704,0.02416609733530607
1.9112582206726074,0.30937980153082095,0.0044975429516399944,0.02416609733530607
1.961472749710083,0.32664721021845544,0.0051237460713692605,0.048332194670612186
2.0117499828338623,0.3423368301483813,0.005882650862306403,0.048332194670612186
2.061972141265869,0.36274376768831296,0.006622709094713717,0.024166097335306093
2.112177610397339,0.381587819804928,0.007078184961816008,0.024166097335306093
2.16239333152771,0.40043187192154306,0.0075336608289183,0.024166097335306093
2.212610960006714,0.4208388094614747,0.008273719061325614,0.048332194670612186
2.262807607650757,0.43966635337738574,0.009184404810450185,0.048332194670612186
2.3130075931549072,0.45849389729329676,0.010095090559574756,0.048332194670612186
2.3632116317749023,0.4773214412092078,0.011005776308699327,0.048332194670612186
2.4134206771850586,0.4961489851251188,0.011916462057823898,0.048332194670612186
2.463630199432373,0.5133962205598938,0.01295972759947544,0.0724982920059183
2.5138933658599854,0.5290629213596862,0.014097530779737627,0.0724982920059183
2.5641250610351562,0.549446017782602,0.015330480965325815,0.04833219467061221
2.614332437515259,0.5682735616985131,0.016241166714450386,0.04833219467061221
2.664565086364746,0.5871011056144241,0.01715185246357496,0.04833219467061221
2.714823007583618,0.6059286495303351,0.01806253821269953,0.04833219467061221
2.7650814056396484,0.6247561934462461,0.018973223961824104,0.04833219467061221
2.815333843231201,0.6435837373621571,0.019883909710948677,0.04833219467061221
2.86556339263916,0.659273357292083,0.02064281450188582,0.04833219467061221
2.915766716003418,0.6765205927268579,0.021686080043537365,0.07249829200591833
2.9659574031829834,0.6937678281616328,0.02272934558518891,0.048332194670612214
3.0161631107330322,0.7125953720775439,0.023640031334313482,0.048332194670612214
3.0663814544677734,0.7314229159934549,0.024550717083438055,0.048332194670612214
3.1166083812713623,0.7486701514282298,0.0255939826250896,0.07249829200591833
3.166872978210449,0.7658871417103401,0.027053701350965857,0.09666438934122444
3.2171781063079834,0.7831041319924503,0.028513420076842114,0.07249829200591833
3.2673704624176025,0.8019041729522013,0.02987878389315674,0.07249829200591833
3.3175644874572754,0.8191514083869762,0.030922049434808283,0.048332194670612214
3.3677752017974854,0.839534504809892,0.03215499962039647,0.07249829200591831
3.417980194091797,0.8567817402446669,0.03319826516204801,0.0483321946706122
3.468189239501953,0.8740289756794418,0.034241530703699556,0.07249829200591831
3.5183780193328857,0.8928290166391928,0.03560689452001418,0.07249829200591831
3.568570613861084,0.910046006921303,0.03706661324589043,0.09666438934122443
3.6187613010406494,0.9272629972034132,0.038526331971766685,0.07249829200591831
3.668978214263916,0.9445102326381881,0.03956959751341823,0.0483321946706122
3.7192397117614746,0.9633377765540991,0.0404802832625428,0.0483321946706122
3.769498109817505,0.9821653204700102,0.04139096901166737,0.0483321946706122
3.819802761077881,1.0009928643859212,0.04230165476079194,0.0483321946706122
3.8700828552246094,1.0198204083018323,0.04321234050991651,0.0483321946706122
3.920280694961548,1.0386479522177434,0.044123026259041076,0.0483321946706122
3.970484495162964,1.0574754961336545,0.045033712008165645,0.0483321946706122
4.020731210708618,1.0731651160635804,0.045792616799102785,0.0483321946706122
4.071007490158081,1.079440964035551,0.046096178715477644,0.0483321946706122
4.1212921142578125,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.171565532684326,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.221813201904297,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.27205491065979,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.322271823883057,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.3725175857543945,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.4227988719940186,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.473042249679565,1.0825788880215361,0.04624795967366507,0.0483321946706122
4.52324104309082,1.0825788880215361,0.04624795967366507,0.0483321946706122
